"contentId","caminho","tipo","objetivo","disciplina","assunto","interface","acao","quarentena","prioridade"
"content:storage-content-oab-17-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-cvn","storage/content/oab/17-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-cvnc3q.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-17-exame-metadata-json","storage/content/oab/17-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-17-exame-provas-caderno-de-prova-01-dnzoxi-pdf","storage/content/oab/17-exame/provas/caderno-de-prova-01-dnzoxi.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-17-exame-provas-caderno-de-prova-02-117iv7-pdf","storage/content/oab/17-exame/provas/caderno-de-prova-02-117iv7.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-17-exame-provas-caderno-de-prova-03-1l5nvm-pdf","storage/content/oab/17-exame/provas/caderno-de-prova-03-1l5nvm.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-17-exame-provas-caderno-de-prova-04-9o2zwt-pdf","storage/content/oab/17-exame/provas/caderno-de-prova-04-9o2zwt.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-17-exame-provas-caderno-de-provas-direito-administrativo-p4q5jm-pdf","storage/content/oab/17-exame/provas/caderno-de-provas-direito-administrativo-p4q5jm.pdf","prova PDF","OAB","Direito Administrativo","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-17-exame-provas-caderno-de-provas-direito-civil-g3lan6-pdf","storage/content/oab/17-exame/provas/caderno-de-provas-direito-civil-g3lan6.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-17-exame-provas-caderno-de-provas-direito-constitucional-aoi9pq-pdf","storage/content/oab/17-exame/provas/caderno-de-provas-direito-constitucional-aoi9pq.pdf","prova PDF","OAB","Direito Constitucional","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-17-exame-provas-caderno-de-provas-direito-do-trabalho-1qmz09-pdf","storage/content/oab/17-exame/provas/caderno-de-provas-direito-do-trabalho-1qmz09.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-17-exame-provas-caderno-de-provas-direito-empresarial-vxp9dg-pdf","storage/content/oab/17-exame/provas/caderno-de-provas-direito-empresarial-vxp9dg.pdf","prova PDF","OAB","Direito Empresarial","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-17-exame-provas-caderno-de-provas-direito-penal-l3b60i-pdf","storage/content/oab/17-exame/provas/caderno-de-provas-direito-penal-l3b60i.pdf","prova PDF","OAB","Direito Penal","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-17-exame-provas-caderno-de-provas-direito-tributario-wdtyaj-pdf","storage/content/oab/17-exame/provas/caderno-de-provas-direito-tributario-wdtyaj.pdf","prova PDF","OAB","Direito Tributário","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-17-exame-provas-esclarecimento-materiais-e-procedimentos-para-consulta","storage/content/oab/17-exame/provas/esclarecimento-materiais-e-procedimentos-para-consulta-da-prova-pratico-profissional-166pcv.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-17-exame-questoes-questoes-extraidas-json","storage/content/oab/17-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","17o Exame OAB - Questao 1","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-18-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-1op","storage/content/oab/18-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-1ophiw.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-18-exame-metadata-json","storage/content/oab/18-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-18-exame-provas-caderno-de-prova-tipo-1-34r88r-pdf","storage/content/oab/18-exame/provas/caderno-de-prova-tipo-1-34r88r.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-18-exame-provas-caderno-de-prova-tipo-2-109w8g-pdf","storage/content/oab/18-exame/provas/caderno-de-prova-tipo-2-109w8g.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-18-exame-provas-caderno-de-prova-tipo-3-9ulf4i-pdf","storage/content/oab/18-exame/provas/caderno-de-prova-tipo-3-9ulf4i.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-18-exame-provas-caderno-de-prova-tipo-4-tcz9px-pdf","storage/content/oab/18-exame/provas/caderno-de-prova-tipo-4-tcz9px.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-18-exame-provas-caderno-de-provas-direito-administrativo-15ofpz-pdf","storage/content/oab/18-exame/provas/caderno-de-provas-direito-administrativo-15ofpz.pdf","prova PDF","OAB","Direito Administrativo","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-18-exame-provas-caderno-de-provas-direito-civil-1l0rci-pdf","storage/content/oab/18-exame/provas/caderno-de-provas-direito-civil-1l0rci.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-18-exame-provas-caderno-de-provas-direito-constitucional-h1cqu7-pdf","storage/content/oab/18-exame/provas/caderno-de-provas-direito-constitucional-h1cqu7.pdf","prova PDF","OAB","Direito Constitucional","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-18-exame-provas-caderno-de-provas-direito-do-trabalho-1xvx06-pdf","storage/content/oab/18-exame/provas/caderno-de-provas-direito-do-trabalho-1xvx06.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-18-exame-provas-caderno-de-provas-direito-empresarial-1ys78g-pdf","storage/content/oab/18-exame/provas/caderno-de-provas-direito-empresarial-1ys78g.pdf","prova PDF","OAB","Direito Empresarial","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-18-exame-provas-caderno-de-provas-direito-penal-1mai88-pdf","storage/content/oab/18-exame/provas/caderno-de-provas-direito-penal-1mai88.pdf","prova PDF","OAB","Direito Penal","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-18-exame-provas-caderno-de-provas-direito-tributario-y8p7mx-pdf","storage/content/oab/18-exame/provas/caderno-de-provas-direito-tributario-y8p7mx.pdf","prova PDF","OAB","Direito Tributário","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-18-exame-questoes-questoes-extraidas-json","storage/content/oab/18-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","18o Exame OAB - Questao 1","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-19-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-atu","storage/content/oab/19-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-atualizado-14pawg.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-19-exame-metadata-json","storage/content/oab/19-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-19-exame-provas-caderno-de-prova-tipo-1-1hvk6o-pdf","storage/content/oab/19-exame/provas/caderno-de-prova-tipo-1-1hvk6o.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-19-exame-provas-caderno-de-prova-tipo-2-18a4lo-pdf","storage/content/oab/19-exame/provas/caderno-de-prova-tipo-2-18a4lo.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-19-exame-provas-caderno-de-prova-tipo-3-oqsrig-pdf","storage/content/oab/19-exame/provas/caderno-de-prova-tipo-3-oqsrig.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-19-exame-provas-caderno-de-prova-tipo-4-1ico77-pdf","storage/content/oab/19-exame/provas/caderno-de-prova-tipo-4-1ico77.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-19-exame-provas-caderno-de-provas-direito-administrativo-1uxypj-pdf","storage/content/oab/19-exame/provas/caderno-de-provas-direito-administrativo-1uxypj.pdf","prova PDF","OAB","Direito Administrativo","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-19-exame-provas-caderno-de-provas-direito-civil-1bmn5x-pdf","storage/content/oab/19-exame/provas/caderno-de-provas-direito-civil-1bmn5x.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-19-exame-provas-caderno-de-provas-direito-constitucional-o9zw1g-pdf","storage/content/oab/19-exame/provas/caderno-de-provas-direito-constitucional-o9zw1g.pdf","prova PDF","OAB","Direito Constitucional","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-19-exame-provas-caderno-de-provas-direito-do-trabalho-1eo0tm-pdf","storage/content/oab/19-exame/provas/caderno-de-provas-direito-do-trabalho-1eo0tm.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-19-exame-provas-caderno-de-provas-direito-empresarial-1jb92v-pdf","storage/content/oab/19-exame/provas/caderno-de-provas-direito-empresarial-1jb92v.pdf","prova PDF","OAB","Direito Empresarial","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-19-exame-provas-caderno-de-provas-direito-penal-q68kux-pdf","storage/content/oab/19-exame/provas/caderno-de-provas-direito-penal-q68kux.pdf","prova PDF","OAB","Direito Penal","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-19-exame-provas-caderno-de-provas-direito-tributario-dm88p5-pdf","storage/content/oab/19-exame/provas/caderno-de-provas-direito-tributario-dm88p5.pdf","prova PDF","OAB","Direito Tributário","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-19-exame-questoes-questoes-extraidas-json","storage/content/oab/19-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","19o Exame OAB - Questao 1","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-20-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-9n9","storage/content/oab/20-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-9n9ffh.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-20-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-exa","storage/content/oab/20-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-examinandos-de-salvador-ba-1et8zc.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-20-exame-metadata-json","storage/content/oab/20-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-20-exame-provas-caderno-de-prova-tipo-1-15xg3w-pdf","storage/content/oab/20-exame/provas/caderno-de-prova-tipo-1-15xg3w.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-20-exame-provas-caderno-de-prova-tipo-1-reaplicacao-salvador-ba-65x7zi","storage/content/oab/20-exame/provas/caderno-de-prova-tipo-1-reaplicacao-salvador-ba-65x7zi.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-20-exame-provas-caderno-de-prova-tipo-2-maj79k-pdf","storage/content/oab/20-exame/provas/caderno-de-prova-tipo-2-maj79k.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-20-exame-provas-caderno-de-prova-tipo-2-reaplicacao-salvador-ba-1dqk0x","storage/content/oab/20-exame/provas/caderno-de-prova-tipo-2-reaplicacao-salvador-ba-1dqk0x.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-20-exame-provas-caderno-de-prova-tipo-3-bocpwt-pdf","storage/content/oab/20-exame/provas/caderno-de-prova-tipo-3-bocpwt.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-20-exame-provas-caderno-de-prova-tipo-3-reaplicacao-salvador-ba-wre74g","storage/content/oab/20-exame/provas/caderno-de-prova-tipo-3-reaplicacao-salvador-ba-wre74g.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-20-exame-provas-caderno-de-prova-tipo-4-1458pu-pdf","storage/content/oab/20-exame/provas/caderno-de-prova-tipo-4-1458pu.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-20-exame-provas-caderno-de-prova-tipo-4-reaplicacao-salvador-ba-1aobzd","storage/content/oab/20-exame/provas/caderno-de-prova-tipo-4-reaplicacao-salvador-ba-1aobzd.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-20-exame-provas-caderno-de-provas-direito-administrativo-1vqru8-pdf","storage/content/oab/20-exame/provas/caderno-de-provas-direito-administrativo-1vqru8.pdf","prova PDF","OAB","Direito Administrativo","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-20-exame-provas-caderno-de-provas-direito-administrativo-reaplicacao-p","storage/content/oab/20-exame/provas/caderno-de-provas-direito-administrativo-reaplicacao-porto-velho-ro-1ghgn2.pdf","prova PDF","OAB","Direito Administrativo","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-20-exame-provas-caderno-de-provas-direito-civil-reaplicacao-porto-velh","storage/content/oab/20-exame/provas/caderno-de-provas-direito-civil-reaplicacao-porto-velho-ro-4mstai.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-20-exame-provas-caderno-de-provas-direito-civil-sniqax-pdf","storage/content/oab/20-exame/provas/caderno-de-provas-direito-civil-sniqax.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
